,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
2397,Down and Out,DougTreeOh,7.0,216995.9,198959.1,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1363,maginify69,12.0,217478.2,201189.6
2398,SCAR-L,ezcompany808,18.0,360896.0,408268.1,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,349,BigTreez77,35.0,361531.6,407350.8
2399,SKS,Victor_TurnNBurn,19.0,437390.8,636891.1,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,193,Awesomejello,42.0,437353.6,636669.6
2400,Bluezone,,,,,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,858,C-MEN,46.0,0.0,0.0
2401,Down and Out,thekid_1103,2.0,161972.1,282084.2,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,685,buttertoast96,27.0,158495.8,289653.2
2402,M16A4,thekid_1103,2.0,161966.7,282126.5,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,685,dwainejericho,27.0,157715.6,289583.3
2403,M416,thekid_1103,2.0,242764.2,160985.4,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1947,Verrind,3.0,245826.8,158967.0
2404,Down and Out,Gladiolt,17.0,272478.8,308436.4,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,943,Highviltage,20.0,269989.8,308267.6
2405,M416,ezcompany808,18.0,288655.5,267695.9,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,906,Dysteny,21.0,289087.3,267674.9
2406,M16A4,MarcelLaTruite,10.0,244111.9,278018.6,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1276,AmazingJubJub,14.0,244292.4,278371.8
2407,Down and Out,Corrall,19.0,436701.3,635941.3,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,193,Deekhole,42.0,438672.2,636038.0
2408,Down and Out,Manuxaos,9.0,358617.6,514195.5,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,275,Siminole,39.0,358736.6,514513.9
2409,Down and Out,CasualNelzz,8.0,376444.2,128185.1,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,765,Tonemaster,24.0,380419.3,130255.1
2410,M416,Serunoo,13.0,448982.9,630224.9,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,360,Trev-Izu-lIl,34.0,449194.3,629928.2
2411,S686,Trev-Izu-lIl,34.0,464441.8,650370.4,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,123,lonkus_02,46.0,464994.3,650168.9
2412,Down and Out,dwainejericho,27.0,163208.7,302464.4,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,371,huangnaonao,33.0,163059.0,292813.9
2413,Down and Out,Black_Santa696,5.0,252198.9,191068.6,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1339,XiaoYuno,13.0,251992.6,191719.8
2414,Punch,Dysteny,21.0,571319.7,630848.8,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,160,YanYunKuiAn,47.0,0.0,0.0
2415,M416,LiZzhengTing,41.0,223191.8,395973.2,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,212,blatek,31.0,223422.5,396176.2
2416,SKS,Xlopopy,10.0,608672.4,599027.7,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,234,Hansolo0418,40.0,608840.3,598894.6
2417,Mini 14,Tonemaster,24.0,420526.5,288546.3,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,476,BeefGuy125,32.0,405969.5,290147.7
2418,P92,wzzy,12.0,217727.8,201022.1,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1358,UK_Freestyle,7.0,218429.5,200461.7
2419,Bluezone,,,,,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,858,notAcoon,46.0,0.0,0.0
2420,SKS,Whomeansyou,37.0,359746.5,408038.2,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,281,BlastThatAss,38.0,357753.9,406144.5
2421,Micro UZI,Gale-Cantos,21.0,563393.1,623615.5,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,203,Has_Slain_Has,40.0,563381.9,623356.8
2422,M16A4,KoyPuppy,1.0,321061.5,259694.2,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1058,ezcompany808,18.0,311122.9,262694.2
2423,M16A4,thekid_1103,2.0,166848.3,294713.9,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,783,Psyrosniper,23.0,171852.0,296657.2
2424,UMP9,Niczypus,6.0,227907.0,147267.4,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1700,CasualNelzz,8.0,231069.7,149231.2
2425,AKM,huaying5464564,31.0,290220.3,446900.3,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,116,WutFace86,47.0,290800.6,447080.2
2426,AKM,Gladiolt,17.0,272229.1,308554.7,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,943,StanGunch,20.0,270813.3,304493.1
2427,SCAR-L,DougTreeOh,7.0,235513.1,182165.2,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1688,TLK_LENNY,5.0,244589.5,179085.5
2428,M16A4,KoyPuppy,1.0,243134.2,172776.3,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1744,Black_Santa696,5.0,240877.8,176791.7
2429,Falling,KoalaCunt,31.0,171396.5,296214.9,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,547,KoalaCunt,31.0,171396.5,296214.9
2430,M16A4,thekid_1103,2.0,157558.3,280691.2,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,371,BeautyCX,33.0,160539.0,284172.5
2431,SCAR-L,Black_Santa696,5.0,239336.7,179981.1,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1729,St1tch1879,,246485.7,176882.7
2432,S686,Okla3,8.0,382476.6,126718.8,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,765,Bizurk,24.0,382621.0,126461.3
2433,Bluezone,,,,,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1099,heckaperverted,35.0,0.0,0.0
2434,P92,KoalaCunt,31.0,223335.9,396127.5,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,217,HeartWJ,41.0,223328.4,395847.5
2435,Down and Out,KoyPuppy,1.0,245292.5,164536.0,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1992,thekid_1103,2.0,244138.2,161344.7
2436,Down and Out,UK_Freestyle,7.0,211680.3,277048.0,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,582,gateKeeper55,30.0,210607.2,272789.8
2437,M416,thekid_1103,2.0,224663.8,152777.5,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1713,Niczypus,6.0,230815.4,147203.3
2438,M16A4,Nekoberto,9.0,333315.8,437753.6,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,600,huaying5464564,31.0,0.0,0.0
2439,Grenade,Black_Santa696,5.0,252329.5,191146.0,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1300,Clinton_Holder,15.0,252264.0,191545.3
2440,Kar98k,UK_Freestyle,7.0,211654.0,276982.8,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,582,twiztid_smkr,30.0,210757.7,272536.5
2441,AKM,TLK_LENNY,5.0,251381.8,191602.6,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,1339,Serunoo,13.0,252287.9,191078.0
2442,S1897,Pyllapia,15.0,154282.7,318197.9,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,109,gaosheng0518,43.0,154784.2,318066.8
2443,P1911,Clinton_Holder,15.0,153074.2,315166.9,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,192,CCJ8,43.0,152860.2,315103.4
2444,M16A4,Nekoberto,9.0,359003.3,514156.4,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,275,liushijie123,39.0,358611.4,514585.3
2445,Down and Out,,,,,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,619,laozihenshuaio,28.0,611765.5,353309.2
2446,P92,KoalaCunt,31.0,223018.4,396691.6,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,221,LiZzhengTing,41.0,223120.0,396742.1
2447,Hit by Car,ValleyBoy,26.0,260444.0,473594.8,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,703,ValleyBoy,26.0,260444.0,473594.8
2448,Down and Out,Trev-Izu-lIl,34.0,464306.4,650270.0,ERANGEL,2U4GBNA0YmlJIox1N8PDEThbIPyVEba0Ywk6cuKmN66lbkfGJorIBmPhthkJwbX0,123,oRoyalty,46.0,463525.0,650351.4
2449,Down and Out,pseudo_faux,7.0,293455.7,531088.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1521,oscarismyhomie,8.0,288908.5,531877.0
2450,Bluezone,,,,,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1507,DaitenshiGabu,10.0,376935.1,508027.8
2451,Down and Out,BloooodMary,7.0,291504.7,534436.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1521,Mjsnomer,8.0,288993.8,531990.4
2452,Bluezone,,,,,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,766,Almanzaro,19.0,0.0,0.0
2453,M416,Metasequoia,6.0,381817.6,469253.5,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1217,Sausagemaker,13.0,382713.8,467416.3
2454,M416,Skill_Shak,21.0,686490.6,459911.4,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,331,Huele-Pene,19.0,688598.6,460016.0
2455,Groza,pseudo_faux,7.0,291934.9,531184.4,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1521,Carjje,8.0,286754.9,531861.9
2456,AKM,TwitchingJay,9.0,540440.6,454066.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,850,Barron_Trump,17.0,540915.3,454731.7
2457,S1897,57Street,20.0,0.0,0.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,187,Y0LHAN,25.0,359565.3,402321.4
2458,M16A4,big_shottah,16.0,215298.2,560463.4,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,967,KingsKhronic,8.0,215501.8,560266.9
2459,M416,Mjsnomer,8.0,217910.4,560291.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,998,big_shottah,16.0,217798.0,560322.9
2460,Down and Out,ant9162,9.0,399420.9,493431.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1324,shadoarrow,10.0,406045.0,496475.7
2461,Mini 14,Wildness,6.0,384218.6,472308.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1195,Killo21,14.0,390878.9,461667.7
2462,Down and Out,Almanzaro,19.0,688211.9,460090.1,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,455,TWJasa,19.0,687134.7,461737.8
2463,UMP9,85833817,22.0,627492.1,378340.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,213,Rakanel,7.0,626999.7,378337.6
2464,Down and Out,Wildness,6.0,382473.9,468752.7,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1217,artemek,13.0,384492.2,467476.9
2465,Motorbike,welfarechecks,5.0,313476.6,464828.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1275,welfarechecks,5.0,313476.6,464828.6
2466,Tommy Gun,Mr--666,1.0,191140.2,299692.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,180,Hugs-_-,16.0,191820.2,299806.6
2467,S1897,IP79,20.0,360800.6,402661.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,190,OffbeatMimic,25.0,361456.2,402504.5
2468,Down and Out,Hamzaw,28.0,424322.6,326426.7,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,120,Nitro39,27.0,424304.7,326669.2
2469,Down and Out,IP79,20.0,360762.4,402702.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,190,LaozyDays,25.0,360837.7,402752.6
2470,Dacia,HHHHHHYYYYYY,1.0,283587.6,464850.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1731,CloudNguyen,4.0,297284.0,483542.5
2471,S1897,Adham1717,14.0,354582.4,313907.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,254,DarkFrostTemplar,14.0,354374.1,313818.3
2472,M416,ant9162,9.0,617991.5,307766.5,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,275,KAKALOVEVIVI,22.0,619155.4,305105.4
2473,M16A4,Sausagemaker,13.0,425454.3,326975.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,137,Gyggalag,27.0,424272.7,325401.3
2474,Punch,Hamzaw,28.0,424214.1,326557.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,116,SkittyStone,27.0,424110.1,325682.3
2475,SCAR-L,Magvipers,5.0,285139.1,527185.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1620,pseudo_faux,7.0,288190.9,527121.1
2476,Punch,GGcMM,22.0,629778.0,374256.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,145,chancedonmillion,7.0,629847.8,374217.2
2477,S686,BloooodMary,7.0,622416.2,379402.5,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,144,CAT2133,26.0,622384.6,379313.9
2478,Down and Out,,,,,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1507,shadodarkling,10.0,400194.8,491716.1
2479,M16A4,SEXYTenTum,1.0,284101.4,462268.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1493,MonsterTma,9.0,290654.3,466674.6
2480,M416,ant9162,9.0,618294.8,308234.1,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,234,LiangshengAx,23.0,618358.3,308176.8
2481,M16A4,Sausagemaker,13.0,423039.2,324728.9,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,120,dogispmi,19.0,423047.1,325304.5
2482,Down and Out,Carjje,8.0,286513.4,531800.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1516,BloooodMary,7.0,291262.2,532995.6
2483,Bluezone,GaryKAI,2.0,271653.0,484727.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1785,HHHHHHYYYYYY,,281995.0,471525.8
2484,UMP9,CloudNguyen,4.0,297657.5,484417.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1605,JackDoggy,6.0,297588.7,484158.1
2485,SKS,Mr--666,1.0,275262.9,477020.1,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1824,zyc_xxx,2.0,274469.9,485502.2
2486,UMP9,vVv_Gh0sT,17.0,701192.7,343280.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,186,Titanaium_Matrix,24.0,701463.9,343806.9
2487,M16A4,HiImFrank,1.0,284845.7,461898.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1596,KyleDoggy,6.0,315515.4,500433.3
2488,Motorbike,welfarechecks,5.0,0.0,0.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1275,Buttsack,5.0,313477.5,464827.3
2489,Down and Out,Killo21,14.0,391877.2,461670.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1181,HumanoidImond,13.0,388072.3,465097.1
2490,Bluezone,,,,,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1651,Magvipers,5.0,276548.3,503056.5
2491,Down and Out,Carjje,8.0,233544.7,547557.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1003,MDVYN,16.0,220767.0,557873.1
2492,Grenade,MonsterTma,9.0,388245.6,495825.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1349,LUKU666,12.0,383849.5,496396.6
2493,SCAR-L,artemek,13.0,414108.4,364717.5,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,756,Hiccupylf,19.0,418334.7,363267.2
2494,UMP9,Almanzaro,19.0,688225.3,459916.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,234,CantStopWinning,21.0,688576.9,459905.3
2495,Down and Out,HiImFrank,1.0,282233.7,475338.4,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1824,GaryKAI,2.0,271661.3,484678.6
2496,Punch,pseudo_faux,7.0,623317.3,374098.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,132,TsA_LiYang,22.0,623408.7,374072.2
2497,SKS,Mjsnomer,8.0,288601.6,532661.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1432,Wildness,6.0,310711.9,516178.8
2498,S1897,oscarismyhomie,8.0,216064.3,559966.4,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1003,Pimmpwoo,16.0,216218.6,559857.1
2499,Down and Out,JackDoggy,6.0,310513.9,519009.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1425,ShaJi611,11.0,308736.4,515827.9
2500,SKS,Mr--666,1.0,287479.4,464434.7,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1625,Metasequoia,6.0,298085.3,484590.3
2501,S1897,Gyggalag,27.0,420664.5,327290.5,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,101,BBpain,19.0,420532.5,327078.6
2502,Down and Out,GaryKAI,2.0,271274.5,483394.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1670,edentliang,3.0,277401.4,464351.6
2503,Kar98k,Mr--666,1.0,279281.6,475944.5,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1798,17jigeni17,2.0,271677.0,484179.1
2504,S1897,Gyggalag,27.0,424282.8,325406.0,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,136,ibrahim4848,28.0,424645.0,326592.0
2505,Down and Out,Metasequoia,6.0,381398.8,473199.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1197,White_Flour528,13.0,382505.1,467693.5
2506,Punch,vVv_Gh0sT,17.0,701661.0,343436.3,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,159,Killergumball,24.0,701653.2,343516.3
2507,Punch,artemek,13.0,423004.5,324994.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,100,Abd4848,28.0,423064.3,324930.1
2508,Down and Out,artemek,13.0,425063.8,326542.7,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,136,Hamzaw,28.0,424274.7,326296.5
2509,Down and Out,JameSwith,4.0,298212.1,484444.1,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1193,MintFroyo,15.0,297638.9,484836.2
2510,UMP9,Almanzaro,19.0,688903.2,460463.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,239,Knights5,21.0,689068.6,459970.2
2511,M416,Metasequoia,6.0,312142.1,514458.1,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1425,Dekuii,11.0,311432.1,513714.9
2512,Down and Out,HHHHHHYYYYYY,1.0,283587.6,464850.8,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1731,JameSwith,4.0,296947.9,482954.4
2513,Down and Out,17jigeni17,2.0,271336.2,484083.6,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,1752,criyle,3.0,276089.4,466095.6
2514,Down and Out,artemek,13.0,425137.2,326317.2,ERANGEL,2U4GBNA0Yml5t9opndGwDeKjNoARfVrCVQIWxSji9WqktJfXvvA7eZryQpYWuuxM,136,ItsMoe,28.0,424347.6,326532.5
